Unique_Key,Agency_Name,Complaint_Type,Descriptor
26439029,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26435293,New York City Police Department,Illegal Parking,Blocked Hydrant
26439265,New York City Police Department,Illegal Parking,Blocked Sidewalk
26434633,New York City Police Department,Illegal Parking,Blocked Sidewalk
26438528,New York City Police Department,Illegal Parking,Blocked Sidewalk
26438069,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26435053,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26434320,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26436123,New York City Police Department,Illegal Parking,Blocked Sidewalk
26433425,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26433527,New York City Police Department,Illegal Parking,Blocked Hydrant
26428092,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26431018,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26431986,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26428989,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26428083,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
